Lead ID,Business Name,Category,Decision Maker,Email Address,Phone Number,Website Status,Current Website URL,Facebook Profile,Instagram Profile,Google Rating,Review Count,Street Address,City,State / Region,Postal Code,Country,Lead Score (0-100),Est. Annual Revenue,Est. Employee Count,Buying Intent Score,SWOT Top Strength,SWOT Critical Deficit,AI Recommended Pitch Hook,AI Pitch Preview,Outreach Status
LEAD-0250,Dynamic Auto Service & Repair,Car Repair,Chloe Hall,hello@dynamicautoservinewyork.com,+1 212 587 7315,MISSING,None (Missing),https://facebook.com/dynamicautoservi,https://instagram.com/dynamicautoservi,4.6★,81,39 George's Street,New York,New York,10006,US,81.75,$350k - $850k,5-12,90/100,Strong local reputation (4.6★ across 81 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Dynamic Auto Service & Repair vs other car repairs in New York,"Hi,  I was researching car repairs in New York and noticed that while Dynamic Auto Service & Repair has a great reputation, other car repairs in New York is currently capturing a significant share of ...",READY (Approved)
LEAD-0251,Iris & Co Wedding & Portrait Studio,Photographer,Samuel McCarthy,samuel@iriscoweddingporaustin.com,+1 512 875 3135,BROKEN,http://www.iriscoweddingporaustin.com,https://facebook.com/iriscoweddingpor,https://instagram.com/iriscoweddingpor,4.2★,231,111 Wellington Road,Austin,Texas,78714,US,92.25,$150k - $400k,10-25,60/100,Direct phone contact established for rapid customer response.,,Quick question regarding Iris & Co Wedding & Portrait Studio vs other photographers in Austin,"Hi,  I was researching photographers in Austin and noticed that while Iris & Co Wedding & Portrait Studio has a great reputation, other photographers in Austin is currently capturing a significant sha...",READY (Approved)
LEAD-0252,O'Sullivan's Event Venue,Event Venue,Sophie O'Sullivan,enquiries@osullivanseventvchicago.com,+1 312 959 2600,MISSING,None (Missing),https://facebook.com/osullivanseventv,None,4.7★,3,140 Castle Street,Chicago,Illinois,60609,US,78.75,$500k - $2.0M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding O'Sullivan's Event Venue vs other event venues in Chicago,"Hi,  I was researching event venues in Chicago and noticed that while O'Sullivan's Event Venue has a great reputation, other event venues in Chicago is currently capturing a significant share of local...",READY (Approved)
LEAD-0253,Sweet Hearth Bakery & Patisserie,Bakery,Joseph Gallagher,joseph@sweethearthbakermiami.com,+1 305 870 4365,SOCIAL,https://facebook.com/sweethearthbaker,https://facebook.com/sweethearthbaker,https://instagram.com/sweethearthbaker,4.5★,145,150 Victoria Street,Miami,Florida,33109,US,90.25,$200k - $550k,10-25,90/100,Strong local reputation (4.5★ across 145 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Sweet Hearth Bakery & Patisserie vs other bakerys in Miami,"Hi,  I was researching bakerys in Miami and noticed that while Sweet Hearth Bakery & Patisserie has a great reputation, other bakerys in Miami is currently capturing a significant share of local Googl...",READY (Approved)
LEAD-0254,Apex Home Builders,Contractor,Lucas Rodriguez,enquiries@apexhomebuildersseattle.com,+1 206 770 8904,MISSING,None (Missing),https://facebook.com/apexhomebuilders,https://instagram.com/apexhomebuilders,4.5★,32,102 King Street,Seattle,Washington,98122,US,80.35,$600k - $2.5M,5-12,90/100,Strong local reputation (4.5★ across 32 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Apex Home Builders vs other contractors in Seattle,"Hi,  I was researching contractors in Seattle and noticed that while Apex Home Builders has a great reputation, other contractors in Seattle is currently capturing a significant share of local Google ...",READY (Approved)
LEAD-0255,Companion Veterinary Services,Veterinary,Michael Johnson,contact@companionveterinsydney.com.au,+61 2 763 1852,MISSING,None (Missing),None,https://instagram.com/companionveterin,4.5★,31,112 Grand Parade,Sydney,New South Wales,2003,AU,79.35,$450k - $1.3M,5-12,90/100,Strong local reputation (4.5★ across 31 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Companion Veterinary Services vs other veterinarys in Sydney,"Hi,  I was researching veterinarys in Sydney and noticed that while Companion Veterinary Services has a great reputation, other veterinarys in Sydney is currently capturing a significant share of loca...",READY (Approved)
LEAD-0256,Grand Family Dentistry,Dentist,Jack Rodriguez,contact@grandfamilydentimelbourne.com.au,+61 3 928 1941,BROKEN,http://www.grandfamilydentimelbourne.com.au,https://facebook.com/grandfamilydenti,https://instagram.com/grandfamilydenti,4.9★,176,113 High Street,Melbourne,Victoria,3007,AU,92.75,$400k - $1.2M,10-25,60/100,Strong local reputation (4.9★ across 176 Google reviews).,,Quick question regarding Grand Family Dentistry vs other dentists in Melbourne,"Hi,  I was researching dentists in Melbourne and noticed that while Grand Family Dentistry has a great reputation, other dentists in Melbourne is currently capturing a significant share of local Googl...",READY (Approved)
LEAD-0257,BlueLine Plumbing Services,Plumber,Daniel Kelly,enquiries@bluelineplumbingtoronto.ca,+1 416 373 1590,MISSING,None (Missing),https://facebook.com/bluelineplumbing,None,4.6★,54,103 Broad Street,Toronto,Ontario,M5V 22K504,CA,80.45,$250k - $750k,5-12,90/100,Strong local reputation (4.6★ across 54 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding BlueLine Plumbing Services vs other plumbers in Toronto,"Hi,  I was researching plumbers in Toronto and noticed that while BlueLine Plumbing Services has a great reputation, other plumbers in Toronto is currently capturing a significant share of local Googl...",READY (Approved)
LEAD-0258,EverDry Roof Repairs & Cladding,Roofing,Ciara Smith,enquiries@everdryroofrepaivancouver.ca,+1 604 796 6703,MISSING,None (Missing),None,https://instagram.com/everdryroofrepai,4.6★,55,104 High Street,Vancouver,British Columbia,V6B 9L279,CA,82.55,$500k - $1.5M,5-12,90/100,Strong local reputation (4.6★ across 55 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding EverDry Roof Repairs & Cladding vs other roofings in Vancouver,"Hi,  I was researching roofings in Vancouver and noticed that while EverDry Roof Repairs & Cladding has a great reputation, other roofings in Vancouver is currently capturing a significant share of lo...",READY (Approved)
LEAD-0259,Harris's Electrician,Electrician,Thomas Harris,enquiries@harrisselectriciauckland.co.nz,+64 9 463 9813,SOCIAL,https://facebook.com/harrisselectrici,https://facebook.com/harrisselectrici,https://instagram.com/harrisselectrici,4.9★,94,145 Merchant's Quay,Auckland,Auckland,1018,NZ,91.45,$300k - $800k,5-12,90/100,Strong local reputation (4.9★ across 94 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Harris's Electrician vs other electricians in Auckland,"Hi,  I was researching electricians in Auckland and noticed that while Harris's Electrician has a great reputation, other electricians in Auckland is currently capturing a significant share of local G...",READY (Approved)
LEAD-0260,The Rustic Dining Room,Restaurant,Emily Quinn,info@therusticdiningrdublin.ie,+353 1 464 2106,MISSING,None (Missing),None,https://instagram.com/therusticdiningr,4.7★,4,106 Broad Street,Dublin,Leinster,D17 X648,IE,79.75,$400k - $1.5M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding The Rustic Dining Room vs other restaurants in Dublin,"Hi,  I was researching restaurants in Dublin and noticed that while The Rustic Dining Room has a great reputation, other restaurants in Dublin is currently capturing a significant share of local Googl...",READY (Approved)
LEAD-0261,Corner Perk Artisan Roasters,Cafe,Olivia Smith,info@cornerperkartisacork.ie,+353 21 767 3924,MISSING,None (Missing),https://facebook.com/cornerperkartisa,None,4.7★,33,49 Merchant's Quay,Cork,Munster,T12 0024,IE,79.35,$200k - $600k,5-12,90/100,Strong local reputation (4.7★ across 33 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Corner Perk Artisan Roasters vs other cafes in Cork,"Hi,  I was researching cafes in Cork and noticed that while Corner Perk Artisan Roasters has a great reputation, other cafes in Cork is currently capturing a significant share of local Google Search t...",READY (Approved)
LEAD-0262,Glow & Co Beauty & Hair Lounge,Salon,Oliver Anderson,enquiries@glowcobeautyhairgalway.ie,+353 91 564 3555,SOCIAL,https://facebook.com/glowcobeautyhair,https://facebook.com/glowcobeautyhair,https://instagram.com/glowcobeautyhair,4.5★,225,127 High Street,Galway,Connacht,H91 0018,IE,93.75,$200k - $500k,10-25,90/100,Strong local reputation (4.5★ across 225 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Glow & Co Beauty & Hair Lounge vs other salons in Galway,"Hi,  I was researching salons in Galway and noticed that while Glow & Co Beauty & Hair Lounge has a great reputation, other salons in Galway is currently capturing a significant share of local Google ...",READY (Approved)
LEAD-0263,Forge Health & Performance,Gym,Zoe Kennedy,hello@forgehealthperfolimerick.ie,+353 61 982 9374,MISSING,None (Missing),https://facebook.com/forgehealthperfo,https://instagram.com/forgehealthperfo,4.5★,47,123 Trinity Street,Limerick,Munster,V94 0002,IE,81.15,$350k - $900k,5-12,90/100,Strong local reputation (4.5★ across 47 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Forge Health & Performance vs other gyms in Limerick,"Hi,  I was researching gyms in Limerick and noticed that while Forge Health & Performance has a great reputation, other gyms in Limerick is currently capturing a significant share of local Google Sear...",READY (Approved)
LEAD-0264,Sterling Attorneys at Law,Lawyer,Sarah Hall,contact@sterlingattorneywaterford.ie,+353 51 905 1137,MISSING,None (Missing),https://facebook.com/sterlingattorney,https://instagram.com/sterlingattorney,4.4★,33,67 Market Square,Waterford,Munster,X91 0018,IE,79.35,$600k - $2.5M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Sterling Attorneys at Law vs other lawyers in Waterford,"Hi,  I was researching lawyers in Waterford and noticed that while Sterling Attorneys at Law has a great reputation, other lawyers in Waterford is currently capturing a significant share of local Goog...",READY (Approved)
LEAD-0265,Ledger & Co Chartered Accountants,Accountant,Chloe Robinson,chloe@ledgercocharterebelfast.co.uk,+44 28 415 7866,SOCIAL,https://facebook.com/ledgercochartere,https://facebook.com/ledgercochartere,https://instagram.com/ledgercochartere,4.8★,66,47 King Street,Belfast,Ulster,BT19 802AB,GB,95.55,$400k - $1.2M,5-12,90/100,Strong local reputation (4.8★ across 66 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Ledger & Co Chartered Accountants vs other accountants in Belfast,"Hi,  I was researching accountants in Belfast and noticed that while Ledger & Co Chartered Accountants has a great reputation, other accountants in Belfast is currently capturing a significant share o...",READY (Approved)
LEAD-0266,Lynch's Car Repair,Car Repair,Alexander Lynch,hello@lynchscarrepairlondon.co.uk,+44 20 349 3450,MISSING,None (Missing),https://facebook.com/lynchscarrepair,https://instagram.com/lynchscarrepair,4.4★,65,133 Trinity Street,London,Greater London,EC24A 423AA,GB,77.95,$350k - $850k,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Lynch's Car Repair vs other car repairs in London,"Hi,  I was researching car repairs in London and noticed that while Lynch's Car Repair has a great reputation, other car repairs in London is currently capturing a significant share of local Google Se...",READY (Approved)
LEAD-0267,Wildflower Wedding & Portrait Studio,Photographer,Joseph Byrne,hello@wildflowerweddinmanchester.co.uk,+44 161 261 4530,SOCIAL,https://facebook.com/wildflowerweddin,https://facebook.com/wildflowerweddin,https://instagram.com/wildflowerweddin,4.6★,151,86 Victoria Street,Manchester,Greater Manchester,M12 468CD,GB,92.75,$150k - $400k,10-25,90/100,Strong local reputation (4.6★ across 151 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Wildflower Wedding & Portrait Studio vs other photographers in Manchester,"Hi,  I was researching photographers in Manchester and noticed that while Wildflower Wedding & Portrait Studio has a great reputation, other photographers in Manchester is currently capturing a signif...",READY (Approved)
LEAD-0268,Skyline Pavilion Events & Weddings,Event Venue,Ryan Murphy,contact@skylinepavilioneedinburgh.co.uk,+44 131 895 4259,MISSING,None (Missing),https://facebook.com/skylinepavilione,https://instagram.com/skylinepavilione,4.8★,60,84 Wellington Road,Edinburgh,Scotland,EH16 893EF,GB,81.75,$500k - $2.0M,5-12,90/100,Strong local reputation (4.8★ across 60 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Skyline Pavilion Events & Weddings vs other event venues in Edinburgh,"Hi,  I was researching event venues in Edinburgh and noticed that while Skyline Pavilion Events & Weddings has a great reputation, other event venues in Edinburgh is currently capturing a significant ...",READY (Approved)
